Node	Beg	End
NODE_15	2151440	2152409
NODE_15	2153000	2154134
NODE_15	2155427	2157311
NODE_15	2162333	2163281
NODE_15	2164979	2165961
NODE_15	2169686	2171690
NODE_15	2173856	2175257
NODE_15	2177051	2177370
NODE_15	2186241	2190230
NODE_15	2190935	2191235
NODE_15	2193183	2194279
NODE_15	2197547	2200866
NODE_15	2202737	2203151
NODE_15	2204138	2204954
NODE_15	2206874	2207135
NODE_15	2210954	2215649
NODE_15	2216129	2217832
NODE_15	2222337	2226095
NODE_15	2227124	2229765
NODE_15	2231639	2233220
NODE_15	2233556	2233841
NODE_15	2234468	2235775
NODE_15	2242052	2243731
NODE_15	2244589	2245463
NODE_15	2247563	2248652
NODE_15	2249360	2251241
NODE_15	2252231	2253404
NODE_15	2257628	2258918
NODE_15	2259383	2260487
NODE_15	2262619	2264099
NODE_15	2265809	2267258
NODE_15	2267705	2270774
NODE_15	2271585	2274146
NODE_15	2277335	2279196
NODE_15	2279834	2280680
NODE_15	2284157	2284726
NODE_15	2294474	2302763
NODE_15	2303513	2308571
NODE_15	2314973	2315924
NODE_15	2316255	2318591
NODE_15	2319596	2320543
NODE_15	2322627	2323531
NODE_15	2325329	2326925
NODE_15	2327339	2327580
NODE_15	2328867	2333492
NODE_15	2338595	2339183
NODE_15	2343145	2343956
NODE_15	2344986	2346082
NODE_15	2348870	2350841
NODE_15	2351768	2352206
NODE_15	2358855	2361726
NODE_15	2367605	2372838
NODE_15	2374805	2376911
NODE_15	2380113	2381149
NODE_15	2383145	2383292
NODE_15	2384576	2388284
NODE_15	2390001	2390232
NODE_15	2392166	2394956
NODE_15	2395335	2395904
NODE_15	2396417	2396588
NODE_15	2398253	2399863
NODE_15	2403419	2406272
NODE_15	2409494	2410957
NODE_15	2411291	2412244
NODE_15	2413022	2414999
NODE_15	2415788	2418318
NODE_15	2419877	2420570
NODE_15	2421024	2422025
NODE_15	2422752	2423840
NODE_15	2424239	2425241
NODE_15	2428841	2429964
NODE_15	2431169	2431286
NODE_15	2432570	2433096
NODE_15	2434355	2438102
NODE_15	2438425	2445884
NODE_15	2448170	2449431
NODE_15	2453898	2458385
NODE_15	2461200	2461673
NODE_15	2462612	2463455
NODE_15	2464812	2465100
NODE_15	2468707	2470494
NODE_15	2471388	2472432
NODE_15	2476028	2476317
NODE_15	2477788	2478009
NODE_15	2480774	2481597
NODE_15	2482467	2485905
NODE_15	2486967	2488456
NODE_15	2490553	2493792
NODE_15	2494314	2495043
NODE_15	2496474	2497636
NODE_15	2498265	2498711
NODE_15	2499146	2501532
NODE_15	2502576	2508510
NODE_15	2509017	2509998
NODE_15	2511867	2514996
NODE_15	2523618	2524545
NODE_15	2526862	2530405
NODE_15	2531377	2532268
NODE_15	2533734	2534073
NODE_15	2537932	2540469
NODE_15	2541301	2545376
NODE_15	2546382	2549013
NODE_15	2551425	2551971
NODE_15	2552431	2553323
NODE_15	2560455	2561115
NODE_15	2562003	2573171
NODE_15	2573832	2574845
NODE_15	2575602	2577868
NODE_15	2578680	2581308
NODE_15	2586923	2588170
NODE_15	2591545	2594988
NODE_15	2602798	2610685
NODE_15	2611972	2612608
NODE_15	2614537	2619340
NODE_15	2621347	2622826
NODE_15	2623252	2625658
NODE_15	2626891	2627872
NODE_15	2628985	2630424
NODE_15	2632642	2632807
NODE_15	2633695	2633857
NODE_15	2635841	2641522
NODE_15	2644626	2651740
NODE_15	2654176	2654431
NODE_15	2663080	2664238
NODE_15	2664856	2666761
NODE_15	2667199	2667508
NODE_15	2670836	2672596
NODE_15	2674732	2674921
NODE_15	2675314	2676802
NODE_15	2678934	2682922
NODE_15	2683775	2684305
NODE_15	2724164	2730976
NODE_15	2733610	2733832
NODE_15	2736670	2738713
NODE_15	2739301	2741669
NODE_15	2746186	2750440
NODE_15	2751283	2751836
NODE_15	2753309	2755462
NODE_15	2761184	2761600
NODE_15	2762283	2764043
NODE_15	2765715	2766694
NODE_15	2768549	2769328
NODE_15	2770681	2775394
NODE_15	2780899	2794033
NODE_15	2794558	2796301
NODE_15	2797411	2798293
NODE_15	2799061	2802482
NODE_15	2804100	2809210
NODE_15	2809709	2811656
NODE_15	2813213	2819478
NODE_15	2820482	2827100
NODE_15	2831492	2838041
NODE_15	2839438	2839445
NODE_15	2840000	2840732
NODE_15	2843648	2844874
NODE_15	2847041	2847878
NODE_15	2849052	2852336
NODE_15	2852932	2853209
NODE_15	2855045	2855987
NODE_15	2859611	2865875
NODE_15	2867687	2867834
NODE_15	2868869	2876931
NODE_15	2879370	2886953
NODE_15	2888868	2893109
NODE_15	2893697	2895569
NODE_15	2896808	2899748
NODE_15	2900180	2901023
NODE_15	2901551	2913698
NODE_15	2914550	2914892
NODE_15	2915822	2924591
NODE_15	2926735	2930615
NODE_15	2957933	2959152
NODE_15	2960201	2969303
NODE_15	2969954	2977712
NODE_15	2978934	2989559
NODE_15	2990897	2992709
NODE_15	2993414	3012141
NODE_15	3012848	3013058
NODE_15	3015711	3022155
NODE_15	3023250	3033413
NODE_15	3034223	3036029
NODE_15	3036536	3037394
NODE_15	3038264	3038999
NODE_15	3039806	3041021
NODE_15	3042123	3052849
NODE_15	3053444	3057836
NODE_15	3058271	3059402
NODE_15	3060680	3062049
NODE_15	3062645	3066497
NODE_15	3067496	3069344
NODE_15	3070064	3074787
NODE_15	3075828	3085775
NODE_15	3086200	3088160
NODE_15	3089084	3095069
NODE_15	3095949	3101006
NODE_15	3101432	3103148
NODE_15	3103947	3143025
NODE_15	3144633	3146671
NODE_15	3148469	3157756
NODE_15	3158507	3163232
NODE_15	3164154	3174689
NODE_15	3176564	3177600
NODE_15	3178586	3186965
NODE_15	3190646	3192929
NODE_15	3193395	3196044
NODE_15	3199481	3207608
NODE_15	3210069	3214232
NODE_15	3216443	3221600
NODE_15	3222551	3225812
NODE_15	3226826	3235059
NODE_15	3235609	3236384
NODE_15	3238616	3241293
NODE_15	3241694	3255233
NODE_15	3257766	3258224
NODE_15	3258921	3261890
NODE_15	3262337	3266348
NODE_15	3267864	3269259
NODE_15	3269822	3272833
NODE_15	3274841	3276164
NODE_15	3278987	3283280
NODE_15	3284540	3292931
NODE_15	3295341	3311144
NODE_15	3313259	3327479
NODE_15	3328148	3334223
NODE_15	3336113	3336593
NODE_15	3338384	3340295
NODE_15	3341870	3352127
NODE_15	3354527	3355352
NODE_15	3356159	3358101
NODE_15	3358409	3361254
NODE_15	3362297	3381361
NODE_15	3381810	3388124
NODE_15	3390170	3390554
NODE_15	3391967	3393266
NODE_15	3404087	3406466
NODE_15	3406895	3408110
NODE_15	3409052	3417122
NODE_15	3417731	3419071
NODE_15	3419393	3426360
NODE_15	3426729	3432462
NODE_15	3434295	3434530
NODE_15	3436158	3437949
NODE_15	3441809	3442407
NODE_15	3443148	3448434
NODE_15	3448866	3456735
NODE_15	3458564	3460681
NODE_15	3461397	3463518
NODE_15	3464545	3468348
NODE_15	3469881	3470175
NODE_15	3471246	3480249
NODE_15	3480942	3485352
NODE_15	3485847	3486273
NODE_15	3486996	3496572
NODE_15	3497190	3500184
NODE_15	3500607	3503902
NODE_15	3505233	3508301
NODE_15	3508668	3513820
NODE_15	3514701	3518661
NODE_15	3520434	3526590
NODE_15	3528492	3530058
NODE_15	3530463	3530808
NODE_15	3531168	3532122
NODE_15	3532674	3533090
NODE_15	3533734	3537767
NODE_15	3538089	3542436
NODE_15	3542811	3547269
NODE_15	3548028	3548426
NODE_15	3549051	3569532
NODE_15	3569986	3574996
NODE_15	3576178	3577230
NODE_15	3578392	3578899
NODE_15	3579859	3583225
NODE_15	3584483	3585535
NODE_15	3587428	3591073
NODE_15	3591973	3594607
NODE_15	3595024	3600207
NODE_15	3600592	3601108
NODE_15	3601714	3602845
NODE_15	3603389	3605206
NODE_15	3609664	3610906
NODE_15	3612583	3612720
NODE_15	3614705	3615007
NODE_15	3615667	3619417
NODE_15	3620248	3630247
NODE_15	3630956	3631561
NODE_15	3632059	3632566
NODE_15	3633166	3634021
NODE_15	3638254	3638817
NODE_15	3642427	3650020
NODE_15	3650908	3651856
NODE_15	3654831	3655924
NODE_15	3657880	3666598
NODE_15	3667384	3669764
NODE_15	3675535	3677726
NODE_15	3678586	3692311
NODE_15	3693198	3703273
NODE_15	3704203	3704609
NODE_15	3705124	3708208
NODE_15	3708913	3709996
NODE_15	3714929	3718029
NODE_15	3718615	3720738
NODE_15	3721129	3722141
NODE_15	3722662	3723493
NODE_15	3724269	3726490
NODE_15	3726940	3730378
NODE_15	3732916	3733135
NODE_15	3733489	3734848
NODE_15	3735973	3741589
NODE_15	3742532	3744608
NODE_15	3745942	3746311
NODE_15	3747055	3748309
NODE_15	3748642	3750058
NODE_15	3750358	3755402
NODE_15	3755911	3756049
NODE_15	3758161	3758866
NODE_15	3760786	3763260
NODE_15	3764143	3767597
NODE_15	3768416	3768543
NODE_15	3769969	3772954
NODE_15	3773896	3775510
NODE_15	3778056	3778300
NODE_15	3780025	3782698
NODE_15	3783340	3785304
NODE_15	3785635	3787015
NODE_15	3794873	3795199
NODE_15	3796318	3801959
NODE_15	3803220	3803731
NODE_15	3805114	3809900
NODE_15	3810610	3813409
NODE_15	3814417	3816496
NODE_15	3830021	3830077
NODE_15	3831343	3832024
NODE_15	3832469	3832813
NODE_15	3833244	3834020
NODE_15	3836067	3852416
NODE_15	3852976	3857705
NODE_15	3859342	3860706
NODE_15	3861172	3863701
NODE_15	3864391	3872284
NODE_15	3873464	3876602
NODE_15	3880020	3881799
NODE_15	3884387	3892760
NODE_15	3893303	3895437
NODE_15	3895850	3898934
NODE_15	3900129	3906830
NODE_15	3908219	3911618
NODE_15	3912012	3912802
NODE_15	3914747	3919534
NODE_15	3923120	3928628
NODE_15	3930402	3939374
NODE_15	3941295	3941708
NODE_15	3955619	3956831
NODE_15	3957236	3958246
NODE_15	3959017	3971306
NODE_15	3972338	3973103
NODE_15	3977462	3979124
NODE_15	3980216	3981041
NODE_15	3981658	3982370
NODE_15	3982862	3988493
NODE_15	3989447	3989919
NODE_15	3990986	3991385
NODE_15	3993210	3993692
NODE_15	3995144	3998522
NODE_15	3999392	4010715
NODE_15	4014506	4015102
NODE_15	4016240	4021104
NODE_15	4021505	4038875
NODE_15	4039523	4041119
NODE_15	4041434	4050566
NODE_15	4051602	4052219
NODE_15	4054403	4055665
NODE_15	4058289	4060364
NODE_15	4061471	4063652
NODE_15	4065645	4066364
NODE_15	4068899	4069475
NODE_15	4074938	4076474
NODE_15	4079291	4084211
NODE_15	4085339	4088880
NODE_15	4091804	4093433
NODE_15	4094360	4094903
NODE_15	4100171	4101005
NODE_15	4102868	4105551
NODE_15	4106528	4107146
NODE_15	4108538	4112227
NODE_15	4113767	4116050
NODE_15	4117736	4121765
NODE_15	4122684	4128773
NODE_15	4129220	4129467
NODE_15	4133285	4133422
NODE_15	4135454	4135514
NODE_15	4136967	4138307
NODE_15	4138758	4138938
NODE_15	4140225	4140650
NODE_15	4141041	4141803
NODE_15	4143336	4144249
NODE_15	4146996	4147248
NODE_15	4148010	4148097
NODE_15	4151292	4152493
NODE_15	4152933	4153029
NODE_15	4153482	4155597
NODE_15	4170204	4170558
NODE_16	4153575	4153654
NODE_16	4170833	4170867
NODE_18	19845	19977
